INDEX,P_TARGET_FLAG
3,0.20204
9,0.40058
10,0.10859999999999999
18,0.19002000000000002
21,0.21472000000000002
30,0.28385999999999995
31,0.33070000000000005
37,0.34254000000000007
39,0.05173999999999999
47,0.17714999999999997
60,0.046729999999999994
62,0.37836
63,0.60842
64,0.21181
68,0.10601000000000001
75,0.53982
76,0.4424499999999999
83,0.28244
87,0.6868299999999999
92,0.4989100000000001
98,0.25645000000000007
106,0.33502
107,0.09707
113,0.3700299999999999
120,0.33313999999999994
123,0.43239
125,0.51955
126,0.41285999999999995
128,0.07461000000000002
129,0.16098999999999994
131,0.040569999999999995
135,0.54606
141,0.0588
147,0.05122
148,0.21235999999999997
151,0.11615999999999997
156,0.21897000000000003
157,0.20654000000000003
174,0.10173000000000001
186,0.47161
193,0.5542100000000001
195,0.31549
212,0.03904
213,0.44129000000000007
217,0.021230000000000002
223,0.054860000000000006
226,0.19851999999999997
228,0.6708999999999999
230,0.042969999999999994
241,0.5761299999999999
243,0.10684
249,0.29100000000000004
281,0.68642
288,0.05775
294,0.42264999999999997
295,0.09846999999999999
300,0.3801500000000001
302,0.36473999999999995
303,0.19340999999999997
308,0.51873
319,0.05293
320,0.04946
324,0.34173
331,0.07626000000000001
343,0.04663
347,0.46340000000000003
348,0.79898
350,0.63453
357,0.3121899999999999
358,0.08397
360,0.029930000000000002
366,0.24774000000000002
367,0.4149299999999999
368,0.33059000000000005
376,0.5023800000000002
380,0.31553000000000003
388,0.40716
396,0.18316000000000002
398,0.15799000000000002
403,0.05225
410,0.6201899999999998
412,0.39030999999999993
420,0.5396000000000002
434,0.02484
440,0.48016000000000003
450,0.56375
453,0.17665000000000003
464,0.3099200000000001
465,0.04456999999999999
466,0.6690699999999999
473,0.18858000000000003
476,0.20814999999999997
478,0.08147
479,0.21851000000000004
493,0.06147999999999999
497,0.37147
503,0.0349
504,0.24388
505,0.35153
507,0.26858000000000004
513,0.3198500000000001
519,0.40101999999999993
521,0.5777099999999998
522,0.40619000000000005
545,0.14473999999999998
549,0.17201000000000002
551,0.1341
556,0.11624999999999999
557,0.50042
559,0.16411000000000003
560,0.61527
566,0.16516999999999998
569,0.22811000000000003
573,0.29382
578,0.4231299999999999
579,0.0497
582,0.16928
596,0.5458900000000001
598,0.4242000000000001
599,0.15446
602,0.14231999999999997
605,0.6516799999999999
617,0.50805
619,0.48719999999999997
630,0.14972000000000002
634,0.4083500000000001
643,0.48950999999999995
645,0.30367
647,0.21999999999999997
649,0.0744
656,0.14658
657,0.34036999999999995
658,0.19759
667,0.030850000000000006
692,0.16592999999999997
693,0.3378899999999999
698,0.7790600000000002
699,0.57705
700,0.05900000000000002
704,0.05723999999999999
707,0.12222999999999999
708,0.81296
709,0.09034
713,0.11884999999999997
714,0.052560000000000016
716,0.5846600000000001
718,0.21871000000000002
722,0.13073
729,0.18956
731,0.025909999999999996
733,0.67347
746,0.4
747,0.7275699999999999
748,0.45090000000000013
753,0.28654
757,0.4505100000000001
763,0.27262
767,0.21763000000000005
774,0.56417
776,0.44841999999999993
788,0.4316
794,0.32257
799,0.17823000000000003
803,0.27379
806,0.31782
807,0.35845000000000005
811,0.11476
816,0.23104
818,0.28543
819,0.25683
831,0.11631
835,0.3904099999999999
837,0.25828
841,0.6874
846,0.30410000000000004
856,0.4288
861,0.48722000000000004
862,0.4604800000000001
863,0.61416
865,0.40164999999999995
871,0.38394
879,0.2777200000000001
880,0.09712000000000001
881,0.31598
885,0.27439
887,0.37932
892,0.06752
898,0.0438
900,0.23184999999999997
904,0.48466000000000004
906,0.48299000000000003
910,0.46687
912,0.35872999999999994
913,0.2514
919,0.12725
924,0.49539
925,0.56403
930,0.14990999999999996
940,0.14675999999999997
941,0.36017
946,0.36776000000000003
949,0.53933
951,0.11103999999999999
962,0.14086000000000004
966,0.0998
967,0.03948999999999999
971,0.69077
981,0.17293000000000003
982,0.09744
983,0.05967999999999999
984,0.0494
989,0.27529
990,0.5452300000000001
992,0.42494000000000004
995,0.12152000000000003
996,0.25974
998,0.47597000000000006
1001,0.19054999999999997
1007,0.08064
1008,0.18124
1016,0.051629999999999995
1022,0.04343
1027,0.21625
1032,0.20277000000000003
1033,0.20617999999999997
1041,0.44133999999999995
1065,0.43874
1074,0.3698
1075,0.19014
1081,0.22437999999999994
1094,0.07298000000000002
1099,0.16747000000000004
1105,0.29100000000000004
1123,0.26654999999999995
1135,0.13489
1142,0.22980000000000006
1155,0.025419999999999998
1169,0.039040000000000005
1176,0.03963
1178,0.37281
1180,0.12616
1184,0.13529
1185,0.48362
1193,0.29042
1196,0.10871000000000001
1199,0.3298
1203,0.23593000000000003
1205,0.18569999999999998
1207,0.04573000000000001
1208,0.49188
1212,0.5644
1213,0.5259900000000001
1222,0.17303
1223,0.32304
1226,0.49065999999999993
1227,0.31126000000000004
1229,0.21517000000000003
1230,0.308
1231,0.48458000000000007
1241,0.11697000000000002
1243,0.021410000000000002
1244,0.22885999999999998
1246,0.35262000000000004
1248,0.36297999999999997
1249,0.07591
1252,0.05997
1261,0.23547
1275,0.07778
1281,0.7096900000000002
1285,0.5871400000000001
1288,0.4620899999999999
1290,0.0603
1291,0.3261200000000001
1304,0.70304
1305,0.23310999999999993
1323,0.09906000000000001
1342,0.5521400000000001
1348,0.3570000000000001
1353,0.45971
1363,0.15769
1371,0.23711
1372,0.29373
1378,0.30273
1381,0.3446100000000001
1382,0.4508
