INDEX,P_TARGET_FLAG
3,0.162
9,0.4186666666666667
10,0.09766666666666667
18,0.207
21,0.24233333333333335
30,0.31566666666666665
31,0.2813333333333333
37,0.45
39,0.04133333333333333
47,0.21266666666666667
60,0.03766666666666667
62,0.37566666666666665
63,0.6086666666666667
64,0.229
68,0.105
75,0.5303333333333333
76,0.5153333333333333
83,0.3016666666666667
87,0.6516666666666666
92,0.37833333333333335
98,0.24633333333333332
106,0.3313333333333333
107,0.09633333333333334
113,0.265
120,0.3596666666666667
123,0.422
125,0.39666666666666667
126,0.3566666666666667
128,0.08066666666666666
129,0.147
131,0.06233333333333333
135,0.6096666666666667
141,0.03766666666666667
147,0.046
148,0.18733333333333332
151,0.086
156,0.243
157,0.194
174,0.10433333333333333
186,0.516
193,0.41833333333333333
195,0.314
212,0.033666666666666664
213,0.43466666666666665
217,0.020666666666666667
223,0.06633333333333333
226,0.20466666666666666
228,0.6813333333333333
230,0.025666666666666667
241,0.48833333333333334
243,0.101
249,0.311
281,0.6936666666666667
288,0.061
294,0.4246666666666667
295,0.10533333333333333
300,0.3423333333333333
302,0.3313333333333333
303,0.17966666666666667
308,0.49533333333333335
319,0.031
320,0.03666666666666667
324,0.2663333333333333
331,0.10133333333333333
343,0.053
347,0.5113333333333333
348,0.8123333333333334
350,0.6416666666666667
357,0.32966666666666666
358,0.07433333333333333
360,0.03233333333333333
366,0.28
367,0.49666666666666665
368,0.301
376,0.498
380,0.32066666666666666
388,0.37933333333333336
396,0.17033333333333334
398,0.18366666666666667
403,0.033666666666666664
410,0.6383333333333333
412,0.42333333333333334
420,0.5013333333333333
434,0.026333333333333334
440,0.44166666666666665
450,0.514
453,0.23966666666666667
464,0.31666666666666665
465,0.06866666666666667
466,0.6996666666666667
473,0.24466666666666667
476,0.2743333333333333
478,0.09033333333333333
479,0.22266666666666668
493,0.038
497,0.278
503,0.023333333333333334
504,0.322
505,0.292
507,0.26566666666666666
513,0.37233333333333335
519,0.466
521,0.5173333333333333
522,0.43266666666666664
545,0.15766666666666668
549,0.14366666666666666
551,0.13233333333333333
556,0.09766666666666667
557,0.483
559,0.234
560,0.5953333333333334
566,0.141
569,0.19833333333333333
573,0.2733333333333333
578,0.4756666666666667
579,0.036
582,0.21233333333333335
596,0.564
598,0.44366666666666665
599,0.15233333333333332
602,0.121
605,0.6646666666666666
617,0.506
619,0.487
630,0.24666666666666667
634,0.39
643,0.489
645,0.2683333333333333
647,0.25733333333333336
649,0.08766666666666667
656,0.103
657,0.31666666666666665
658,0.222
667,0.028
692,0.185
693,0.3433333333333333
698,0.7963333333333333
699,0.553
700,0.042666666666666665
704,0.074
707,0.09
708,0.7923333333333333
709,0.12066666666666667
713,0.09
714,0.053
716,0.563
718,0.12966666666666668
722,0.111
729,0.21666666666666667
731,0.056
733,0.6343333333333333
746,0.42
747,0.755
748,0.36833333333333335
753,0.2996666666666667
757,0.382
763,0.349
767,0.258
774,0.52
776,0.418
788,0.39866666666666667
794,0.36633333333333334
799,0.185
803,0.25466666666666665
806,0.3566666666666667
807,0.289
811,0.09166666666666666
816,0.221
818,0.2866666666666667
819,0.211
831,0.141
835,0.36533333333333334
837,0.21833333333333332
841,0.631
846,0.32866666666666666
856,0.43966666666666665
861,0.5163333333333333
862,0.47
863,0.6466666666666666
865,0.36833333333333335
871,0.38866666666666666
879,0.28933333333333333
880,0.11533333333333333
881,0.2816666666666667
885,0.2866666666666667
887,0.25466666666666665
892,0.073
898,0.035
900,0.2673333333333333
904,0.5163333333333333
906,0.484
910,0.459
912,0.3883333333333333
913,0.21933333333333332
919,0.152
924,0.5163333333333333
925,0.563
930,0.147
940,0.199
941,0.2906666666666667
946,0.30633333333333335
949,0.582
951,0.106
962,0.12833333333333333
966,0.083
967,0.019666666666666666
971,0.7143333333333334
981,0.16866666666666666
982,0.09133333333333334
983,0.03966666666666667
984,0.03666666666666667
989,0.26166666666666666
990,0.484
992,0.44166666666666665
995,0.098
996,0.30633333333333335
998,0.4603333333333333
1001,0.181
1007,0.058666666666666666
1008,0.18433333333333332
1016,0.023333333333333334
1022,0.052333333333333336
1027,0.24566666666666667
1032,0.18566666666666667
1033,0.226
1041,0.365
1065,0.459
1074,0.374
1075,0.2683333333333333
1081,0.23466666666666666
1094,0.10933333333333334
1099,0.15766666666666668
1105,0.2806666666666667
1123,0.23533333333333334
1135,0.158
1142,0.31266666666666665
1155,0.043
1169,0.042333333333333334
1176,0.026
1178,0.39466666666666667
1180,0.08066666666666666
1184,0.103
1185,0.447
