INDEX,P_TARGET_FLAG
3,0.1781111111111111
9,0.3977777777777778
10,0.0878888888888889
18,0.1812222222222222
21,0.22977777777777778
30,0.26155555555555554
31,0.312
37,0.4855555555555555
39,0.04422222222222222
47,0.16577777777777777
60,0.0568888888888889
62,0.408
63,0.5201111111111111
64,0.20555555555555557
68,0.09455555555555556
75,0.48055555555555557
76,0.5454444444444445
83,0.3256666666666666
87,0.6042222222222223
92,0.3997777777777778
98,0.2637777777777778
106,0.3542222222222222
107,0.09500000000000001
113,0.30133333333333334
120,0.3867777777777777
123,0.39566666666666667
125,0.37577777777777777
126,0.32866666666666666
128,0.08900000000000001
129,0.2168888888888889
131,0.06955555555555555
135,0.5874444444444444
141,0.030555555555555558
147,0.06188888888888888
148,0.14633333333333334
151,0.08788888888888889
156,0.331
157,0.19999999999999998
174,0.10333333333333333
186,0.5334444444444445
193,0.4003333333333334
195,0.2771111111111111
212,0.05077777777777778
213,0.4166666666666667
217,0.027
223,0.06466666666666666
226,0.2001111111111111
228,0.6413333333333333
230,0.03944444444444444
241,0.4586666666666666
243,0.11044444444444444
249,0.32455555555555554
281,0.6686666666666667
288,0.057999999999999996
294,0.3771111111111111
295,0.11711111111111112
300,0.3384444444444445
302,0.3163333333333333
303,0.163
308,0.5215555555555556
319,0.050222222222222224
320,0.03077777777777778
324,0.30522222222222223
331,0.12144444444444442
343,0.058444444444444445
347,0.41933333333333334
348,0.8039999999999999
350,0.676
357,0.26666666666666666
358,0.08622222222222221
360,0.028555555555555556
366,0.24277777777777776
367,0.45966666666666667
368,0.2548888888888889
376,0.5151111111111111
380,0.3074444444444444
388,0.37633333333333335
396,0.2148888888888889
398,0.16733333333333333
403,0.04
410,0.6342222222222222
412,0.36722222222222217
420,0.492
434,0.03166666666666667
440,0.3517777777777778
450,0.5005555555555555
453,0.22844444444444445
464,0.3164444444444445
465,0.05655555555555555
466,0.6705555555555556
473,0.21644444444444444
476,0.23422222222222222
478,0.10411111111111111
479,0.22511111111111112
493,0.05511111111111111
497,0.3036666666666667
503,0.034666666666666665
504,0.318
505,0.30600000000000005
507,0.2528888888888889
513,0.37188888888888894
519,0.5502222222222223
521,0.5292222222222223
522,0.4557777777777778
545,0.13866666666666666
549,0.19322222222222218
551,0.10655555555555556
556,0.07111111111111111
557,0.4492222222222222
559,0.21622222222222223
560,0.5883333333333334
566,0.1561111111111111
569,0.24111111111111114
573,0.26699999999999996
578,0.424
579,0.051666666666666666
582,0.21633333333333335
596,0.5338888888888889
598,0.4172222222222222
599,0.146
602,0.12477777777777778
605,0.6821111111111112
617,0.5066666666666667
619,0.4452222222222222
630,0.26177777777777783
634,0.4137777777777778
643,0.48444444444444446
645,0.2907777777777778
647,0.2597777777777778
649,0.09155555555555556
656,0.08544444444444443
657,0.33655555555555555
658,0.2597777777777778
667,0.02688888888888889
692,0.17244444444444443
693,0.33511111111111114
698,0.7596666666666666
699,0.5356666666666666
700,0.05677777777777778
704,0.08955555555555554
707,0.09355555555555556
708,0.7891111111111112
709,0.1211111111111111
713,0.09466666666666668
714,0.06866666666666667
716,0.5274444444444445
718,0.11477777777777777
722,0.12022222222222223
729,0.20155555555555557
731,0.04811111111111111
733,0.5755555555555555
746,0.3912222222222222
747,0.7862222222222223
748,0.4092222222222222
753,0.24844444444444447
757,0.32622222222222225
763,0.2787777777777778
767,0.2887777777777778
774,0.57
776,0.42366666666666664
788,0.4265555555555556
794,0.3476666666666666
799,0.17122222222222225
803,0.2738888888888889
806,0.40255555555555556
807,0.3178888888888889
811,0.11555555555555556
816,0.26566666666666666
818,0.27666666666666667
819,0.242
831,0.1381111111111111
835,0.3342222222222222
837,0.23977777777777776
841,0.6266666666666667
846,0.3248888888888889
856,0.4648888888888889
861,0.4977777777777778
862,0.4792222222222222
863,0.6383333333333333
865,0.3906666666666667
871,0.3815555555555556
879,0.28344444444444444
880,0.11655555555555557
881,0.23199999999999998
885,0.3155555555555556
887,0.19166666666666665
892,0.10855555555555556
898,0.02677777777777778
900,0.24866666666666667
904,0.4316666666666667
906,0.5146666666666667
910,0.44166666666666665
912,0.38199999999999995
913,0.22777777777777777
919,0.17200000000000001
924,0.5456666666666666
925,0.5702222222222223
930,0.16844444444444442
940,0.204
941,0.27955555555555556
946,0.347
949,0.5772222222222223
951,0.10266666666666667
962,0.1272222222222222
966,0.09155555555555556
967,0.01911111111111111
971,0.6635555555555556
981,0.1791111111111111
982,0.09911111111111111
983,0.035333333333333335
984,0.03922222222222222
989,0.26066666666666666
990,0.511
992,0.44555555555555554
995,0.1396666666666667
996,0.2972222222222222
998,0.46055555555555555
1001,0.15733333333333333
1007,0.07244444444444444
1008,0.18955555555555556
1016,0.041444444444444443
1022,0.051222222222222225
1027,0.2657777777777777
1032,0.2031111111111111
1033,0.20755555555555558
1041,0.35988888888888887
1065,0.4611111111111111
1074,0.39211111111111113
1075,0.27666666666666667
1081,0.24244444444444443
1094,0.10133333333333333
1099,0.13777777777777778
1105,0.26911111111111113
1123,0.25222222222222224
1135,0.14277777777777778
1142,0.3384444444444445
1155,0.043333333333333335
1169,0.04133333333333333
1176,0.042888888888888886
1178,0.3975555555555556
1180,0.06211111111111112
1184,0.14022222222222222
1185,0.42966666666666664
1193,0.22844444444444445
1196,0.17477777777777778
1199,0.3094444444444444
1203,0.2273333333333333
1205,0.169
1207,0.05544444444444444
1208,0.40455555555555556
1212,0.6471111111111112
1213,0.6517777777777778
1222,0.14833333333333334
1223,0.2653333333333333
1226,0.3767777777777777
1227,0.33166666666666667
1229,0.1631111111111111
1230,0.2608888888888889
1231,0.5567777777777777
1241,0.12822222222222224
1243,0.030444444444444444
1244,0.22333333333333336
1246,0.27666666666666667
1248,0.31477777777777777
1249,0.0658888888888889
1252,0.05711111111111111
1261,0.24300000000000002
1275,0.07988888888888888
1281,0.7087777777777777
1285,0.5339999999999999
1288,0.453
1290,0.078
1291,0.2708888888888889
1304,0.5997777777777777
1305,0.16611111111111113
1323,0.1461111111111111
1342,0.5066666666666667
1348,0.387
1353,0.4217777777777778
1363,0.12255555555555557
