INDEX,P_TARGET_FLAG
1,0.09083
2,0.06894000000000002
4,0.12924000000000002
5,0.017860000000000008
6,0.10109000000000001
7,0.8125899999999999
8,0.06602
11,0.8724000000000001
12,0.75163
13,0.01942
14,0.7236
15,0.004410000000000001
16,0.10182
17,0.7541199999999999
19,0.79364
20,0.024909999999999998
22,0.06201000000000001
23,0.05182999999999999
24,0.06228
25,0.82029
26,0.7817900000000001
27,0.06544000000000001
28,0.04155
29,0.16143
32,0.00658
33,0.7489199999999999
34,0.02135
35,0.14922999999999997
36,0.08937999999999999
38,0.05025
40,0.07330999999999999
41,0.05995
42,0.09953000000000001
43,0.02023
44,0.013490000000000002
45,0.059309999999999995
46,0.051059999999999994
48,0.06949999999999998
49,0.02287
50,0.16795
51,0.031529999999999996
52,0.00921
53,0.07095
54,0.11106
55,0.17792000000000002
56,0.007150000000000001
57,0.041359999999999994
58,0.09373999999999999
59,0.037849999999999995
61,0.9189099999999998
65,0.85985
66,0.019620000000000002
67,0.80169
69,0.08645
70,0.78724
71,0.77748
72,0.13854
73,0.8348000000000001
74,0.11354
77,0.8016699999999999
78,0.20197999999999997
79,0.04194
80,0.09721
81,0.12099000000000001
82,0.11803999999999999
84,0.07314
85,0.02938
86,0.7791200000000001
88,0.16539
89,0.8178299999999998
90,0.18575000000000003
91,0.77005
93,0.14723
94,0.01598
95,0.01363
96,0.042749999999999996
97,0.01566
99,0.8736199999999998
100,0.10693
101,0.06952
102,0.054810000000000005
103,0.017440000000000004
104,0.14556
105,0.016460000000000002
108,0.16552
109,0.7781899999999999
110,0.03556
111,0.7028900000000001
112,0.7922499999999999
114,0.03466000000000001
115,0.02055
116,0.88038
117,0.76816
118,0.09183000000000001
119,0.77284
121,0.022549999999999997
122,0.08066000000000001
124,0.03909
127,0.7420500000000001
130,0.04003
132,0.03515
133,0.025030000000000004
134,0.08137000000000001
136,0.09229999999999998
137,0.8034800000000002
138,0.06394
139,0.03818
140,0.026100000000000005
142,0.7821
143,0.74621
144,0.09373
145,0.024020000000000007
146,0.04847
149,0.036680000000000004
150,0.03470000000000001
152,0.01112
153,0.01831
154,0.05452999999999999
155,0.051489999999999994
158,0.8195
159,0.1083
160,0.85014
161,0.022730000000000007
162,0.011399999999999999
163,0.09271000000000001
164,0.25693
165,0.01193
166,0.06980999999999998
167,0.8394200000000002
168,0.84677
169,0.16934
170,0.7042100000000002
171,0.025519999999999998
172,0.09889
173,0.07298
175,0.07567
176,0.10229999999999999
177,0.02272
178,0.11146
179,0.15814999999999999
180,0.19726
181,0.06674
182,0.038029999999999994
183,0.04948
184,0.15067000000000003
185,0.00826
187,0.06712000000000001
188,0.04465000000000001
189,0.02955
190,0.22776999999999997
191,0.04733
192,0.01266
194,0.02227
196,0.7274
197,0.07095
198,0.04558999999999999
199,0.01162
200,0.055970000000000006
201,0.08877
202,0.09194
203,0.09095000000000002
204,0.75749
